Unnamed: 0,geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Organic_channel0_impression,Promo,revenue_per_conversion,population
4956,Geo37,2023-12-01,492246.1500000001,0.0,0.0,275953.81000000006,0.0,3609.504778,0.0,0.0,2150.46403,0.0,0.0,0.0,0.02421556423,327985.06
5892,Geo7,2023-12-01,3394993.8000000007,288899.60000000003,0.0,1941177.5900000003,0.0,24894.549680000007,2785.3478840000007,0.0,15127.2869,0.0,1303120.3900000004,1.517544,0.02413745147,733989.56
4020,Geo31,2023-12-01,922565.7100000002,439977.7800000001,0.0,3759376.830000001,1154520.2900000005,6764.918820000001,4241.927613000001,0.0,29296.224760000005,8995.919845000002,0.0,1.179925,0.02421269048,873369.7
2304,Geo21,2023-12-01,0.0,0.0,0.0,1538099.9700000004,0.0,0.0,0.0,0.0,11986.168040000004,0.0,0.0,0.0,0.02414168284,557798.9
276,Geo1,2023-12-01,43837.09,164919.37000000002,0.0,157965.5,292968.8300000001,321.4452483000001,1590.0257890000005,0.0,1230.999913,2282.7872100000004,21799.360000000004,0.0,0.0241643171,199816.9
120,Geo0,2023-12-01,585844.4900000001,0.0,0.0,127284.74000000002,0.0,4295.835533,0.0,0.0,991.909721,0.0,163451.64000000004,0.0,0.02434853597,136670.94
4332,Geo33,2023-12-01,2114109.58,0.0,0.0,1451470.0200000005,0.0,15502.179990000002,0.0,0.0,11311.073950000004,0.0,775018.3100000002,0.0,0.02431973918,586798.4
432,Geo10,2023-12-01,380870.4900000001,0.0,0.0,1342900.35,1320820.2700000005,2792.8179400000004,0.0,0.0,10465.008070000002,10291.714290000004,0.0,0.8784088,0.02438997242,994048.94
4800,Geo36,2023-12-01,3601094.3100000005,0.0,0.0,1682052.4600000002,0.0,26405.82758,0.0,0.0,13107.966300000004,0.0,602192.8,2.0348299,0.02430746736,969886.5
744,Geo12,2023-12-01,199689.93,415523.6800000001,0.0,618431.0,0.0,1464.270852,4006.159960000001,0.0,4819.334047,0.0,0.0,0.0,0.02424719121,560989.75
4176,Geo32,2023-12-01,1309032.4500000002,1566613.6200000003,0.0,1421026.4200000004,0.0,9598.7727,15104.085150000004,0.0,11073.83167,0.0,0.0,0.0,0.02421492898,714763.8
6048,Geo8,2023-12-01,129461.53,206176.74000000005,0.0,380620.02,0.0,949.3055605000002,1987.7976800000004,0.0,2966.111115,0.0,0.0,0.0,0.0241996249,301630.44
588,Geo11,2023-12-01,544452.81,1209229.2300000002,0.0,1154470.6800000002,406598.72,3992.3217950000007,11658.4589,0.0,8996.605794000001,3168.1814780000004,0.0,2.4898489,0.02428966463,659730.0
3396,Geo28,2023-12-01,2417830.47,0.0,0.0,1524707.6900000002,562686.3000000002,17729.281790000005,0.0,0.0,11881.804330000004,4384.401967000001,542693.4700000001,0.0,0.02439913575,679385.8
4488,Geo34,2023-12-01,801186.9800000001,360256.93000000005,0.0,913891.2200000002,879077.1000000002,5874.882024000001,3473.320367000001,0.0,7121.808320000001,6849.690694000001,1507708.4,0.42297763,0.02410493393,607054.44
3240,Geo27,2023-12-01,1058403.9400000002,0.0,0.0,1436052.2000000002,141239.67,7760.983076000001,0.0,0.0,11190.925790000005,1100.5269440000002,0.0,1.4254084,0.0240807545,559967.9
5736,Geo6,2023-12-01,146718.55000000002,0.0,0.0,0.0,0.0,1075.846574,0.0,0.0,0.0,0.0,80271.40000000001,0.800374,0.02418546064,218910.16
1524,Geo17,2023-12-01,0.0,530358.7300000001,0.0,2622493.5,1975364.93,0.0,5113.311170000001,0.0,20436.672520000007,15391.869130000005,0.0,0.0,0.02417895568,777539.94
3864,Geo30,2023-12-01,628596.2100000002,0.0,0.0,0.0,678860.8200000002,4609.32197,0.0,0.0,0.0,5289.623174,32587.720000000005,1.6680175,0.02423056097,270937.94
900,Geo13,2023-12-01,214750.80000000005,120395.00000000004,0.0,873811.1800000002,0.0,1574.7081570000005,1160.7560855000002,0.0,6809.471020000002,0.0,0.0,0.0,0.02416431952,444255.62
5112,Geo38,2023-12-01,0.0,0.0,0.0,217731.03000000003,1049.0700000000002,0.0,0.0,0.0,1696.7431910000005,8.174260996000001,0.0,0.0,0.02402702929,243833.56
1056,Geo14,2023-12-01,362058.62000000005,2141253.51,0.0,164161.91000000003,0.0,2654.8755200000005,20644.32062,0.0,1279.2876250000004,0.0,0.0,0.1703709,0.02420290037,765448.1
5424,Geo4,2023-12-01,986292.78,588966.29,0.0,450270.04,556120.8400000001,7232.2119870000015,5678.3606,0.0,3508.8826300000005,4333.244498,0.0,0.9965688,0.02412792514,337852.2
2460,Geo22,2023-12-01,472763.94000000006,404527.20000000007,0.0,98072.92000000004,403999.6400000001,3466.6470960000006,3900.140486000001,0.0,764.2666130000001,3147.9293450000005,0.0,0.0,0.02402970944,411040.88
6204,Geo9,2023-12-01,1515224.9200000004,0.0,0.0,336077.5,520632.7500000001,11110.72457,0.0,0.0,2618.9982940000004,4056.724408000001,133003.20000000004,0.0,0.0242376552,513695.22
2148,Geo20,2023-12-01,724575.8300000001,811337.6700000002,0.0,1652419.5600000003,0.0,5313.114114,7822.2942600000015,0.0,12877.04264,0.0,0.0,0.0,0.02426565218,561594.6
3708,Geo3,2023-12-01,191240.50000000003,62433.58000000001,0.0,319817.52,0.0,1402.3136490000002,601.9365946000001,0.0,2492.2868520000006,0.0,0.0,0.0,0.0243744094,229277.33
1992,Geo2,2023-12-01,2088741.93,1305552.4900000002,0.0,592442.6200000001,22059.51000000001,15316.166690000002,12587.133900000004,0.0,4616.810781000001,171.88575140000003,154909.04000000004,0.1215045,0.02434951486,892369.5
5268,Geo39,2023-12-01,432800.06000000006,0.0,0.0,0.0,0.0,3173.6031250000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0242732776,798939.1
5580,Geo5,2023-12-01,0.0,0.0,0.0,409099.79,142518.64,0.0,0.0,0.0,3188.049315,1110.4926250000003,0.0,0.0,0.02417496026,337573.44
2772,Geo24,2023-12-01,349565.37000000005,0.0,0.0,79412.3,138725.29,2563.2662990000003,0.0,0.0,618.8473852000001,1080.9352290000002,59304.52000000001,1.3575951,0.02418352827,141613.08
2928,Geo25,2023-12-01,0.0,227766.77,0.0,393292.35,0.0,0.0,2195.952165,0.0,3064.86466,0.0,0.0,0.99986637,0.02419920866,779181.9
1836,Geo19,2023-12-01,189530.77,808051.3100000002,0.0,0.0,0.0,1389.7767180000003,7790.609805000001,0.0,0.0,0.0,0.0,0.0,0.02421786807,426056.94
3084,Geo26,2023-12-01,1047251.37,567183.8700000001,0.0,841035.9100000001,541286.2400000001,7679.204500000001,5468.350943000001,0.0,6554.0588960000005,4217.65465,612445.1300000001,0.8680348,0.02413312451,271370.62
1680,Geo18,2023-12-01,266525.49000000005,40141.75,0.0,1467872.7800000005,0.0,1954.357636,387.0158864000001,0.0,11438.898350000003,0.0,0.0,1.0143565,0.02432660472,602324.5
2616,Geo23,2023-12-01,2832271.2,443489.2000000001,0.0,1248538.5,802848.3100000002,20768.26092,4275.782203000001,0.0,9729.661425,6255.722990000001,348535.6600000001,1.001618,0.02406225844,981570.9
3865,Geo30,2023-12-08,363886.9300000001,135610.75000000003,0.0,860030.4900000001,0.0,2668.281957,1307.45461,0.0,6702.080737000001,0.0,188285.68,0.0,0.02415531107,270937.94
901,Geo13,2023-12-08,810831.8900000001,622583.7200000001,153534.48000000004,2182011.1500000004,0.0,5945.606040000001,6002.473620000001,1140.9031194000002,17004.064660000004,0.0,0.0,0.0,0.02440898999,444255.62
4957,Geo37,2023-12-08,1416718.8200000003,79126.74000000002,0.0,643641.3500000001,117031.20000000004,10388.4066,762.8792270000001,0.0,5015.794487000001,911.8967407,0.0,0.24905205,0.02434164865,327985.06
4177,Geo32,2023-12-08,787351.8400000001,0.0,0.0,2992292.4900000007,2342056.6400000006,5773.433446000002,0.0,0.0,23318.45571000001,18249.097790000003,0.0,0.0,0.02422010052,714763.8
5893,Geo7,2023-12-08,137933.95000000004,1034708.5100000002,262099.31000000003,2006677.3100000003,0.0,1011.4314254,9975.86436,1947.6402000000005,15637.715720000004,0.0,0.0,0.0,0.02414191637,733989.56
4021,Geo31,2023-12-08,671370.9200000002,803571.8900000001,0.0,2352466.2700000005,367409.2400000001,4922.976960000001,7747.422606000001,0.0,18332.394190000003,2862.8204330000003,0.0,1.2160343,0.02397530663,873369.7
3397,Geo28,2023-12-08,82782.15000000001,0.0,0.0,2788332.47,0.0,607.0185704000002,0.0,0.0,21729.03117,0.0,0.0,0.046103097,0.02418627134,679385.8
277,Geo1,2023-12-08,550333.41,0.0,239995.03000000003,1121338.4600000002,267656.84,4035.4424440000007,0.0,1783.3848780000003,8738.411880000001,2085.5584200000003,0.0,0.13516766,0.02416003975,199816.9
1681,Geo18,2023-12-08,1020978.64,0.0,1166871.9700000002,2367039.51,1967637.8700000003,7486.553624000002,0.0,8670.937440000002,18445.961160000003,15331.66074,0.0,0.0,0.02429876988,602324.5
5269,Geo39,2023-12-08,1315049.7800000005,890587.8300000001,783944.4800000001,5346660.880000001,861229.6000000002,9642.895834,8586.363280000001,5825.432470000001,41665.67845000001,6710.624910000001,772944.3700000001,0.0,0.02438597458,798939.1
2929,Geo25,2023-12-08,682798.1600000001,33872.740000000005,705926.1000000001,3271760.1400000006,1180000.4700000002,5006.769460000001,326.5749344,5245.683234000001,25496.304460000003,9194.459186000002,0.0,0.17425942,0.02413000755,779181.9
1837,Geo19,2023-12-08,1189784.5300000005,123199.78,0.0,1591984.9000000004,95449.64,8724.360513000001,1187.7976374000002,0.0,12406.084020000002,743.7350910000001,0.0,1.0366074,0.02427910133,426056.94
433,Geo10,2023-12-08,601292.5600000002,0.0,0.0,3339736.7300000004,0.0,4409.11174,0.0,0.0,26026.0352,0.0,996343.0400000002,0.0,0.02425887497,994048.94
745,Geo12,2023-12-08,392556.67,329937.9600000001,0.0,149425.32000000004,236488.45000000004,2878.509293000001,3181.0084460000007,0.0,1164.4476745000002,1842.6970210000004,0.0,0.0,0.02413706669,560989.75
